#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), Power (dBm), Timestamp (s)
4.0493100000e+09, 4.5735090971e-01, -4.5485112816e-02, -6.7522641090e+00, -9.9127456466e-02, -3.2000000000e+01, 1.7513763914e+09
4.0493200000e+09, 4.5604667067e-01, -4.6521428973e-02, -6.7748546639e+00, -1.0165858749e-01, -3.2000000000e+01, 1.7513763914e+09
4.0493300000e+09, 4.5787408948e-01, -4.8085298389e-02, -6.7374429073e+00, -1.0463506025e-01, -3.2000000000e+01, 1.7513763914e+09
4.0493400000e+09, 4.5702680945e-01, -4.7566927970e-02, -6.7543746941e+00, -1.0370568908e-01, -3.2000000000e+01, 1.7513763914e+09
4.0493500000e+09, 4.5701897144e-01, -4.8926513642e-02, -6.7518242853e+00, -1.0664956390e-01, -3.2000000000e+01, 1.7513763914e+09
4.0493600000e+09, 4.5624497533e-01, -5.0328731537e-02, -6.7635100872e+00, -1.0986656454e-01, -3.2000000000e+01, 1.7513763914e+09
4.0493700000e+09, 4.5804253221e-01, -5.0510589033e-02, -6.7293897951e+00, -1.0983112048e-01, -3.2000000000e+01, 1.7513763914e+09
4.0493800000e+09, 4.5757582784e-01, -5.1495131105e-02, -6.7360803933e+00, -1.1206748566e-01, -3.2000000000e+01, 1.7513763914e+09
4.0493900000e+09, 4.5602276921e-01, -5.2915629000e-02, -6.7621834263e+00, -1.1552061932e-01, -3.2000000000e+01, 1.7513763914e+09
4.0494000000e+09, 4.5582151413e-01, -5.4157163948e-02, -6.7632257972e+00, -1.1825783876e-01, -3.2000000000e+01, 1.7513763914e+09
4.0494100000e+09, 4.5689937472e-01, -5.4309524596e-02, -6.7426567827e+00, -1.1831027760e-01, -3.2000000000e+01, 1.7513763914e+09
4.0494200000e+09, 4.5693594217e-01, -5.5991217494e-02, -6.7381684155e+00, -1.2192841874e-01, -3.2000000000e+01, 1.7513763914e+09
4.0494300000e+09, 4.5662304759e-01, -5.6482460350e-02, -6.7428965397e+00, -1.2307088490e-01, -3.2000000000e+01, 1.7513763914e+09
4.0494400000e+09, 4.5598360896e-01, -5.8334190398e-02, -6.7505132253e+00, -1.2723931697e-01, -3.2000000000e+01, 1.7513763914e+09
4.0494500000e+09, 4.5547845960e-01, -5.8336835355e-02, -6.7599794344e+00, -1.2738462461e-01, -3.2000000000e+01, 1.7513763914e+09
4.0494600000e+09, 4.5605611801e-01, -6.0570199043e-02, -6.7436955565e+00, -1.3204029139e-01, -3.2000000000e+01, 1.7513763914e+09
4.0494700000e+09, 4.5614540577e-01, -6.1238572001e-02, -6.7403550916e+00, -1.3345434282e-01, -3.2000000000e+01, 1.7513763914e+09
4.0494800000e+09, 4.5681795478e-01, -6.1818890274e-02, -6.7263244316e+00, -1.3450789825e-01, -3.2000000000e+01, 1.7513763914e+09
4.0494900000e+09, 4.5541733503e-01, -6.3175335526e-02, -6.7490308654e+00, -1.3783998855e-01, -3.2000000000e+01, 1.7513763914e+09
4.0495000000e+09, 4.5585101843e-01, -6.3068695366e-02, -6.7411954431e+00, -1.3748096874e-01, -3.2000000000e+01, 1.7513763914e+09
4.0495100000e+09, 4.5556798577e-01, -6.5629214048e-02, -6.7397279570e+00, -1.4307584916e-01, -3.2000000000e+01, 1.7513763914e+09
4.0495200000e+09, 4.5458137989e-01, -6.4135774970e-02, -6.7621669672e+00, -1.4016242950e-01, -3.2000000000e+01, 1.7513763914e+09
4.0495300000e+09, 4.5401588082e-01, -6.7118346691e-02, -6.7646885986e+00, -1.4676956695e-01, -3.2000000000e+01, 1.7513763914e+09
4.0495400000e+09, 4.5301181078e-01, -6.8758666515e-02, -6.7788938570e+00, -1.5063147466e-01, -3.2000000000e+01, 1.7513763914e+09
4.0495500000e+09, 4.5464944839e-01, -6.8632543087e-02, -6.7486102486e+00, -1.4982581385e-01, -3.2000000000e+01, 1.7513763914e+09
4.0495600000e+09, 4.5449888706e-01, -7.0094786584e-02, -6.7472552848e+00, -1.5301874010e-01, -3.2000000000e+01, 1.7513763914e+09
4.0495700000e+09, 4.5354688168e-01, -7.0123113692e-02, -6.7649621618e+00, -1.5339592353e-01, -3.2000000000e+01, 1.7513763914e+09
4.0495800000e+09, 4.5299154520e-01, -7.1880578995e-02, -6.7701999645e+00, -1.5736768922e-01, -3.2000000000e+01, 1.7513763914e+09
